perfume_id,brand,perfume_name,full_name,perfume_type,family,top_notes,middle_notes,base_notes,occasions,moods,professional_description,customer_query_example,all_notes
8624,Hugo Boss,Rose Kiss,Hugo Boss Rose Kiss,Elixir,Woody,"Saffron, Apple, Mandarin","Lavender, Violet, Cinnamon","Ambergris, Oud, Cedar",evening,"playful, warm","Hugo Boss Rose Kiss is a captivating Woody fragrance. It opens with vibrant notes of Saffron, Apple and Mandarin. The heart reveals Lavender, Violet and Cinnamon. Base notes of Ambergris, Oud, Cedar provide a lasting and memorable impression.",I want something like Hugo Boss but more playful,"Saffron, Apple, Mandarin, Lavender, Violet, Cinnamon, Ambergris, Oud, Cedar"
8625,Dior,Gold Love,Dior Gold Love,Unisex,Gourmand,"Pear, Neroli","Cinnamon, Honeysuckle, Magnolia","Patchouli, Vanilla","romantic dinner, evening","dreamy, elegant","Dior Gold Love is a captivating Gourmand fragrance. It opens with vibrant notes of Pear and Neroli. The heart reveals Cinnamon, Honeysuckle and Magnolia. Base notes of Patchouli, Vanilla provide a lasting and memorable impression.","I love Cinnamon and Pear, what should I get?","Pear, Neroli, Cinnamon, Honeysuckle, Magnolia, Patchouli, Vanilla"
8626,Valentino,Enigma Pure,Valentino Enigma Pure,Unisex,Fresh,"Blackcurrant, Cardamom","Honeysuckle, Cardamom","Vanilla, White Musk, Amber","evening, night out","romantic, fresh","Valentino Enigma Pure is a captivating Fresh fragrance. It opens with vibrant notes of Blackcurrant and Cardamom. The heart reveals Honeysuckle and Cardamom. Base notes of Vanilla, White Musk, Amber provide a lasting and memorable impression.","Need a perfume with Blackcurrant smell, good for evening","Blackcurrant, Cardamom, Honeysuckle, Cardamom, Vanilla, White Musk, Amber"
8627,Viktor & Rolf,Diamond Passion,Viktor & Rolf Diamond Passion,Intense,Floral,"Lemon, Mandarin","Cinnamon, Ylang-ylang, Iris","Cashmere Wood, Incense",casual,fresh,"Viktor & Rolf Diamond Passion is a captivating Floral fragrance. It opens with vibrant notes of Lemon and Mandarin. The heart reveals Cinnamon, Ylang-ylang and Iris. Base notes of Cashmere Wood, Incense provide a lasting and memorable impression.",What has Cashmere Wood and works for casual?,"Lemon, Mandarin, Cinnamon, Ylang-ylang, Iris, Cashmere Wood, Incense"
8628,Jean Paul Gaultier,Rose,Jean Paul Gaultier Rose,Extreme,Oriental,"Lime, Mandarin, Basil, Pear","Magnolia, Nutmeg, Orange Blossom","White Musk, Amber","date night, evening",warm,"Jean Paul Gaultier Rose is a captivating Oriental fragrance. It opens with vibrant notes of Lime, Mandarin, Basil and Pear. The heart reveals Magnolia, Nutmeg and Orange Blossom. Base notes of White Musk, Amber provide a lasting and memorable impression.",Need oriental with Magnolia for date night,"Lime, Mandarin, Basil, Pear, Magnolia, Nutmeg, Orange Blossom, White Musk, Amber"
8629,Byredo,Paradise Elixir,Byredo Paradise Elixir,Elixir,Fresh,"Peach, Orange, Pink Pepper, Jasmine","Orchid, Orange Blossom, Ylang-ylang","Leather, Vanilla, Amber",summer,"fresh, elegant","Byredo Paradise Elixir is a captivating Fresh fragrance. It opens with vibrant notes of Peach, Orange, Pink Pepper and Jasmine. The heart reveals Orchid, Orange Blossom and Ylang-ylang. Base notes of Leather, Vanilla, Amber provide a lasting and memorable impression.","I love Orchid and Peach, what should I get?","Peach, Orange, Pink Pepper, Jasmine, Orchid, Orange Blossom, Ylang-ylang, Leather, Vanilla, Amber"
8630,Hermès,Passion Pure,Hermès Passion Pure,Parfum,Chypre,"Petitgrain, Pink Pepper, Jasmine","Lily, Tuberose, Orange Blossom","Musk, Benzoin, Oakmoss","daily wear, evening","warm, playful","Hermès Passion Pure is a captivating Chypre fragrance. It opens with vibrant notes of Petitgrain, Pink Pepper and Jasmine. The heart reveals Lily, Tuberose and Orange Blossom. Base notes of Musk, Benzoin, Oakmoss provide a lasting and memorable impression.",What has Musk and works for daily wear?,"Petitgrain, Pink Pepper, Jasmine, Lily, Tuberose, Orange Blossom, Musk, Benzoin, Oakmoss"
8631,Givenchy,Love Elixir,Givenchy Love Elixir,Intense,Gourmand,"Lavender, Jasmine, Apple, Orange","Violet, Geranium, Lavender","Amber, Benzoin",summer,energetic,"Givenchy Love Elixir is a captivating Gourmand fragrance. It opens with vibrant notes of Lavender, Jasmine, Apple and Orange. The heart reveals Violet, Geranium and Lavender. Base notes of Amber, Benzoin provide a lasting and memorable impression.",I want something like Givenchy but more energetic,"Lavender, Jasmine, Apple, Orange, Violet, Geranium, Lavender, Amber, Benzoin"
8632,Dolce & Gabbana,Crystal,Dolce & Gabbana Crystal,Unisex,Citrus,"Rose, Cardamom","Magnolia, Gardenia, Iris","Sandalwood, Cocoa","office, romantic dinner","fresh, elegant","Dolce & Gabbana Crystal is a captivating Citrus fragrance. It opens with vibrant notes of Rose and Cardamom. The heart reveals Magnolia, Gardenia and Iris. Base notes of Sandalwood, Cocoa provide a lasting and memorable impression.",Need citrus perfume for office and romantic dinner,"Rose, Cardamom, Magnolia, Gardenia, Iris, Sandalwood, Cocoa"
8633,Armani,Royal,Armani Royal,Parfum,Citrus,"Lavender, Cardamom","Orchid, Freesia, Violet","Vetiver, Incense",casual,bold,"Armani Royal is a captivating Citrus fragrance. It opens with vibrant notes of Lavender and Cardamom. The heart reveals Orchid, Freesia and Violet. Base notes of Vetiver, Incense provide a lasting and memorable impression.",What has Vetiver and works for casual?,"Lavender, Cardamom, Orchid, Freesia, Violet, Vetiver, Incense"
8634,Lancôme,Silver,Lancôme Silver,Pour Homme,Fresh,"Mandarin, Lime, Lavender, Grapefruit","Rose, Cinnamon, Geranium","Labdanum, Benzoin",formal event,luxurious,"Lancôme Silver is a captivating Fresh fragrance. It opens with vibrant notes of Mandarin, Lime, Lavender and Grapefruit. The heart reveals Rose, Cinnamon and Geranium. Base notes of Labdanum, Benzoin provide a lasting and memorable impression.",Need fresh with Rose for formal event,"Mandarin, Lime, Lavender, Grapefruit, Rose, Cinnamon, Geranium, Labdanum, Benzoin"
8635,Carolina Herrera,Nectar Pure,Carolina Herrera Nectar Pure,Eau de Parfum,Woody,"Lemon, Petitgrain","Rose, Tuberose, Lavender","Patchouli, Incense, Musk","formal event, summer",sensual,"Carolina Herrera Nectar Pure is a captivating Woody fragrance. It opens with vibrant notes of Lemon and Petitgrain. The heart reveals Rose, Tuberose and Lavender. Base notes of Patchouli, Incense, Musk provide a lasting and memorable impression.","Want to smell sensual and sensual, maybe something woody","Lemon, Petitgrain, Rose, Tuberose, Lavender, Patchouli, Incense, Musk"
8636,Maison Francis Kurkdjian,Secret,Maison Francis Kurkdjian Secret,Elixir,Citrus,"Peach, Apple","Honeysuckle, Ylang-ylang, Jasmine","Oakmoss, Tonka Bean",casual,luxurious,"Maison Francis Kurkdjian Secret is a captivating Citrus fragrance. It opens with vibrant notes of Peach and Apple. The heart reveals Honeysuckle, Ylang-ylang and Jasmine. Base notes of Oakmoss, Tonka Bean provide a lasting and memorable impression.",Searching for a luxurious scent with Peach,"Peach, Apple, Honeysuckle, Ylang-ylang, Jasmine, Oakmoss, Tonka Bean"
8637,Gucci,Oud,Gucci Oud,Elixir,Aromatic,"Mandarin, Rose","Rose, Violet, Geranium","Patchouli, Ambergris, Vanilla",party,"dreamy, elegant","Gucci Oud is a captivating Aromatic fragrance. It opens with vibrant notes of Mandarin and Rose. The heart reveals Rose, Violet and Geranium. Base notes of Patchouli, Ambergris, Vanilla provide a lasting and memorable impression.",Need aromatic with Rose for party,"Mandarin, Rose, Rose, Violet, Geranium, Patchouli, Ambergris, Vanilla"
8638,Chanel,Jasmine,Chanel Jasmine,Pour Femme,Fresh,"Neroli, Petitgrain","Nutmeg, Orchid, Geranium","Musk, Oakmoss","daily wear, fall",dreamy,"Chanel Jasmine is a captivating Fresh fragrance. It opens with vibrant notes of Neroli and Petitgrain. The heart reveals Nutmeg, Orchid and Geranium. Base notes of Musk, Oakmoss provide a lasting and memorable impression.","I love Nutmeg and Neroli, what should I get?","Neroli, Petitgrain, Nutmeg, Orchid, Geranium, Musk, Oakmoss"
8639,Lancôme,Desire Intense,Lancôme Desire Intense,Eau de Parfum,Oriental,"Jasmine, Lavender, Mandarin, Bergamot","Freesia, Iris, Violet","Cashmere Wood, White Musk, Benzoin","spring, daily wear","sensual, confident","Lancôme Desire Intense is a captivating Oriental fragrance. It opens with vibrant notes of Jasmine, Lavender, Mandarin and Bergamot. The heart reveals Freesia, Iris and Violet. Base notes of Cashmere Wood, White Musk, Benzoin provide a lasting and memorable impression.","Want to smell sensual and confident, maybe something oriental","Jasmine, Lavender, Mandarin, Bergamot, Freesia, Iris, Violet, Cashmere Wood, White Musk, Benzoin"
8640,Hugo Boss,Essence Elixir,Hugo Boss Essence Elixir,Intense,Gourmand,"Mandarin, Mint, Petitgrain","Nutmeg, Rose","Cashmere Wood, Labdanum, Vetiver","winter, beach day",warm,"Hugo Boss Essence Elixir is a captivating Gourmand fragrance. It opens with vibrant notes of Mandarin, Mint and Petitgrain. The heart reveals Nutmeg and Rose. Base notes of Cashmere Wood, Labdanum, Vetiver provide a lasting and memorable impression.",Need gourmand with Nutmeg for winter,"Mandarin, Mint, Petitgrain, Nutmeg, Rose, Cashmere Wood, Labdanum, Vetiver"
8641,Tom Ford,Royal Nectar,Tom Ford Royal Nectar,Eau de Toilette,Fresh,"Lavender, Cardamom, Petitgrain, Mandarin","Orchid, Lily, Violet","Vanilla, Musk, White Musk","office, spring",bold,"Tom Ford Royal Nectar is a captivating Fresh fragrance. It opens with vibrant notes of Lavender, Cardamom, Petitgrain and Mandarin. The heart reveals Orchid, Lily and Violet. Base notes of Vanilla, Musk, White Musk provide a lasting and memorable impression.",Looking for office fragrance with Vanilla base,"Lavender, Cardamom, Petitgrain, Mandarin, Orchid, Lily, Violet, Vanilla, Musk, White Musk"
8642,Dolce & Gabbana,Sapphire Musk,Dolce & Gabbana Sapphire Musk,Pour Homme,Green,"Lemon, Saffron","Gardenia, Orange Blossom","Praline, Vanilla",romantic dinner,energetic,"Dolce & Gabbana Sapphire Musk is a captivating Green fragrance. It opens with vibrant notes of Lemon and Saffron. The heart reveals Gardenia and Orange Blossom. Base notes of Praline, Vanilla provide a lasting and memorable impression.","Something perfect for romantic dinner, makes me feel energetic","Lemon, Saffron, Gardenia, Orange Blossom, Praline, Vanilla"
8643,Maison Francis Kurkdjian,Paradise,Maison Francis Kurkdjian Paradise,Extreme,Woody,"Basil, Mint, Blackcurrant","Peony, Geranium","Tobacco, Labdanum, Oud",winter,"energetic, dreamy","Maison Francis Kurkdjian Paradise is a captivating Woody fragrance. It opens with vibrant notes of Basil, Mint and Blackcurrant. The heart reveals Peony and Geranium. Base notes of Tobacco, Labdanum, Oud provide a lasting and memorable impression.",Need woody perfume for winter and winter,"Basil, Mint, Blackcurrant, Peony, Geranium, Tobacco, Labdanum, Oud"
8644,Paco Rabanne,Absolute,Paco Rabanne Absolute,Absolu,Aromatic,"Lime, Cardamom, Blackcurrant","Honeysuckle, Orchid","White Musk, Musk, Praline",winter,"sensual, relaxed","Paco Rabanne Absolute is a captivating Aromatic fragrance. It opens with vibrant notes of Lime, Cardamom and Blackcurrant. The heart reveals Honeysuckle and Orchid. Base notes of White Musk, Musk, Praline provide a lasting and memorable impression.","Want to smell sensual and relaxed, maybe something aromatic","Lime, Cardamom, Blackcurrant, Honeysuckle, Orchid, White Musk, Musk, Praline"
8645,Viktor & Rolf,Paradise Intense,Viktor & Rolf Paradise Intense,Eau de Parfum,Fresh,"Pink Pepper, Petitgrain, Cardamom","Cardamom, Violet, Jasmine","Leather, Tobacco","office, spring","mysterious, relaxed","Viktor & Rolf Paradise Intense is a captivating Fresh fragrance. It opens with vibrant notes of Pink Pepper, Petitgrain and Cardamom. The heart reveals Cardamom, Violet and Jasmine. Base notes of Leather, Tobacco provide a lasting and memorable impression.","Something perfect for office, makes me feel mysterious","Pink Pepper, Petitgrain, Cardamom, Cardamom, Violet, Jasmine, Leather, Tobacco"
8646,Cartier,Black,Cartier Black,Extreme,Woody,"Bergamot, Jasmine, Saffron","Gardenia, Tuberose","Benzoin, Cocoa, Patchouli","summer, formal event",mysterious,"Cartier Black is a captivating Woody fragrance. It opens with vibrant notes of Bergamot, Jasmine and Saffron. The heart reveals Gardenia and Tuberose. Base notes of Benzoin, Cocoa, Patchouli provide a lasting and memorable impression.",Need woody perfume for summer and formal event,"Bergamot, Jasmine, Saffron, Gardenia, Tuberose, Benzoin, Cocoa, Patchouli"
8647,Calvin Klein,Orchid Elixir,Calvin Klein Orchid Elixir,Pour Homme,Aromatic,"Grapefruit, Saffron, Mandarin, Petitgrain","Freesia, Ylang-ylang, Violet","Tobacco, Labdanum, Vanilla","summer, wedding",dreamy,"Calvin Klein Orchid Elixir is a captivating Aromatic fragrance. It opens with vibrant notes of Grapefruit, Saffron, Mandarin and Petitgrain. The heart reveals Freesia, Ylang-ylang and Violet. Base notes of Tobacco, Labdanum, Vanilla provide a lasting and memorable impression.",Need aromatic with Freesia for summer,"Grapefruit, Saffron, Mandarin, Petitgrain, Freesia, Ylang-ylang, Violet, Tobacco, Labdanum, Vanilla"
8648,Jean Paul Gaultier,Secret,Jean Paul Gaultier Secret,Eau de Parfum,Aquatic,"Lemon, Apple, Neroli, Jasmine","Cinnamon, Lavender","Musk, Benzoin, Ambergris",spring,sophisticated,"Jean Paul Gaultier Secret is a captivating Aquatic fragrance. It opens with vibrant notes of Lemon, Apple, Neroli and Jasmine. The heart reveals Cinnamon and Lavender. Base notes of Musk, Benzoin, Ambergris provide a lasting and memorable impression.",Need aquatic with Cinnamon for spring,"Lemon, Apple, Neroli, Jasmine, Cinnamon, Lavender, Musk, Benzoin, Ambergris"
8649,Hugo Boss,Enigma Absolute,Hugo Boss Enigma Absolute,Absolu,Aromatic,"Peach, Pear, Cardamom","Magnolia, Honeysuckle, Lily","Musk, Praline","evening, romantic dinner","sophisticated, relaxed","Hugo Boss Enigma Absolute is a captivating Aromatic fragrance. It opens with vibrant notes of Peach, Pear and Cardamom. The heart reveals Magnolia, Honeysuckle and Lily. Base notes of Musk, Praline provide a lasting and memorable impression.",I'm looking for something sophisticated for evening,"Peach, Pear, Cardamom, Magnolia, Honeysuckle, Lily, Musk, Praline"
8650,Narciso Rodriguez,Intense,Narciso Rodriguez Intense,Absolu,Floral,"Cardamom, Lime, Blackcurrant","Ylang-ylang, Jasmine, Rose","Cedar, Incense","daily wear, romantic dinner","sophisticated, playful","Narciso Rodriguez Intense is a captivating Floral fragrance. It opens with vibrant notes of Cardamom, Lime and Blackcurrant. The heart reveals Ylang-ylang, Jasmine and Rose. Base notes of Cedar, Incense provide a lasting and memorable impression.",Looking for daily wear fragrance with Cedar base,"Cardamom, Lime, Blackcurrant, Ylang-ylang, Jasmine, Rose, Cedar, Incense"
8651,Jo Malone,Crystal Love,Jo Malone Crystal Love,Elixir,Aquatic,"Cardamom, Apple, Basil","Geranium, Gardenia","Patchouli, Cashmere Wood","formal event, night out","bold, luxurious","Jo Malone Crystal Love is a captivating Aquatic fragrance. It opens with vibrant notes of Cardamom, Apple and Basil. The heart reveals Geranium and Gardenia. Base notes of Patchouli, Cashmere Wood provide a lasting and memorable impression.",Need aquatic with Geranium for formal event,"Cardamom, Apple, Basil, Geranium, Gardenia, Patchouli, Cashmere Wood"
8652,Paco Rabanne,Vanilla,Paco Rabanne Vanilla,Pour Femme,Citrus,"Rose, Grapefruit, Lemon","Rose, Honeysuckle, Freesia","Cashmere Wood, Benzoin, Cocoa","winter, wedding",fresh,"Paco Rabanne Vanilla is a captivating Citrus fragrance. It opens with vibrant notes of Rose, Grapefruit and Lemon. The heart reveals Rose, Honeysuckle and Freesia. Base notes of Cashmere Wood, Benzoin, Cocoa provide a lasting and memorable impression.",Searching for a fresh scent with Rose,"Rose, Grapefruit, Lemon, Rose, Honeysuckle, Freesia, Cashmere Wood, Benzoin, Cocoa"
8653,Viktor & Rolf,Nectar Absolute,Viktor & Rolf Nectar Absolute,Pour Homme,Oriental,"Rose, Lavender","Orchid, Cardamom, Ylang-ylang","Vanilla, Benzoin, Musk",date night,"luxurious, bold","Viktor & Rolf Nectar Absolute is a captivating Oriental fragrance. It opens with vibrant notes of Rose and Lavender. The heart reveals Orchid, Cardamom and Ylang-ylang. Base notes of Vanilla, Benzoin, Musk provide a lasting and memorable impression.","Need a perfume with Rose smell, good for date night","Rose, Lavender, Orchid, Cardamom, Ylang-ylang, Vanilla, Benzoin, Musk"
8654,Chanel,Le,Chanel Le,Elixir,Fresh,"Neroli, Lemon, Lime, Pear","Cardamom, Orchid, Gardenia","Oakmoss, Ambergris, Labdanum",formal event,"luxurious, sophisticated","Chanel Le is a captivating Fresh fragrance. It opens with vibrant notes of Neroli, Lemon, Lime and Pear. The heart reveals Cardamom, Orchid and Gardenia. Base notes of Oakmoss, Ambergris, Labdanum provide a lasting and memorable impression.","Need a perfume with Neroli smell, good for formal event","Neroli, Lemon, Lime, Pear, Cardamom, Orchid, Gardenia, Oakmoss, Ambergris, Labdanum"
8655,Thierry Mugler,Jasmine,Thierry Mugler Jasmine,Eau de Parfum,Oriental,"Grapefruit, Lemon, Apple, Jasmine","Gardenia, Jasmine","Ambergris, Oud","night out, party","playful, sensual","Thierry Mugler Jasmine is a captivating Oriental fragrance. It opens with vibrant notes of Grapefruit, Lemon, Apple and Jasmine. The heart reveals Gardenia and Jasmine. Base notes of Ambergris, Oud provide a lasting and memorable impression.",I want something like Thierry Mugler but more playful,"Grapefruit, Lemon, Apple, Jasmine, Gardenia, Jasmine, Ambergris, Oud"
8656,Hugo Boss,Passion,Hugo Boss Passion,Absolu,Citrus,"Cardamom, Grapefruit, Bergamot","Nutmeg, Peony","Cashmere Wood, White Musk, Incense","formal event, fall","confident, relaxed","Hugo Boss Passion is a captivating Citrus fragrance. It opens with vibrant notes of Cardamom, Grapefruit and Bergamot. The heart reveals Nutmeg and Peony. Base notes of Cashmere Wood, White Musk, Incense provide a lasting and memorable impression.","Something perfect for formal event, makes me feel confident","Cardamom, Grapefruit, Bergamot, Nutmeg, Peony, Cashmere Wood, White Musk, Incense"
8657,Chanel,Orchid Pure,Chanel Orchid Pure,Unisex,Aromatic,"Apple, Petitgrain","Orange Blossom, Jasmine, Clove","Patchouli, Vanilla","night out, office",dreamy,"Chanel Orchid Pure is a captivating Aromatic fragrance. It opens with vibrant notes of Apple and Petitgrain. The heart reveals Orange Blossom, Jasmine and Clove. Base notes of Patchouli, Vanilla provide a lasting and memorable impression.","I love Orange Blossom and Apple, what should I get?","Apple, Petitgrain, Orange Blossom, Jasmine, Clove, Patchouli, Vanilla"
8658,Creed,Sensation,Creed Sensation,Intense,Woody,"Neroli, Jasmine, Saffron, Blackcurrant","Honeysuckle, Orchid","Amber, Patchouli","fall, party","warm, fresh","Creed Sensation is a captivating Woody fragrance. It opens with vibrant notes of Neroli, Jasmine, Saffron and Blackcurrant. The heart reveals Honeysuckle and Orchid. Base notes of Amber, Patchouli provide a lasting and memorable impression.",I'm looking for something warm for fall,"Neroli, Jasmine, Saffron, Blackcurrant, Honeysuckle, Orchid, Amber, Patchouli"
8659,Cartier,Le Sensation,Cartier Le Sensation,Eau de Toilette,Oriental,"Pear, Lemon, Peach","Magnolia, Geranium","Musk, Patchouli, Praline","winter, casual","sensual, romantic","Cartier Le Sensation is a captivating Oriental fragrance. It opens with vibrant notes of Pear, Lemon and Peach. The heart reveals Magnolia and Geranium. Base notes of Musk, Patchouli, Praline provide a lasting and memorable impression.","I love Magnolia and Pear, what should I get?","Pear, Lemon, Peach, Magnolia, Geranium, Musk, Patchouli, Praline"
8660,Paco Rabanne,Essence Absolute,Paco Rabanne Essence Absolute,Pour Femme,Citrus,"Saffron, Pink Pepper, Neroli, Mint","Rose, Cardamom, Nutmeg","Cocoa, Cashmere Wood, Musk","evening, beach day","sensual, mysterious","Paco Rabanne Essence Absolute is a captivating Citrus fragrance. It opens with vibrant notes of Saffron, Pink Pepper, Neroli and Mint. The heart reveals Rose, Cardamom and Nutmeg. Base notes of Cocoa, Cashmere Wood, Musk provide a lasting and memorable impression.","Something perfect for evening, makes me feel sensual","Saffron, Pink Pepper, Neroli, Mint, Rose, Cardamom, Nutmeg, Cocoa, Cashmere Wood, Musk"
8661,Thierry Mugler,Kiss Absolute,Thierry Mugler Kiss Absolute,Eau de Toilette,Oriental,"Petitgrain, Mint, Jasmine","Peony, Orange Blossom","Tobacco, Sandalwood","spring, romantic dinner",bold,"Thierry Mugler Kiss Absolute is a captivating Oriental fragrance. It opens with vibrant notes of Petitgrain, Mint and Jasmine. The heart reveals Peony and Orange Blossom. Base notes of Tobacco, Sandalwood provide a lasting and memorable impression.",I'm looking for something bold for spring,"Petitgrain, Mint, Jasmine, Peony, Orange Blossom, Tobacco, Sandalwood"
8662,Maison Francis Kurkdjian,Sapphire,Maison Francis Kurkdjian Sapphire,Elixir,Floral,"Cardamom, Petitgrain","Lily, Orange Blossom, Honeysuckle","Incense, Musk, Vetiver",summer,mysterious,"Maison Francis Kurkdjian Sapphire is a captivating Floral fragrance. It opens with vibrant notes of Cardamom and Petitgrain. The heart reveals Lily, Orange Blossom and Honeysuckle. Base notes of Incense, Musk, Vetiver provide a lasting and memorable impression.",What has Incense and works for summer?,"Cardamom, Petitgrain, Lily, Orange Blossom, Honeysuckle, Incense, Musk, Vetiver"
8663,Le Labo,Femme Noir,Le Labo Femme Noir,Elixir,Floral,"Lemon, Cardamom, Lavender, Pear","Orchid, Violet, Nutmeg","Sandalwood, Cashmere Wood",spring,"luxurious, elegant","Le Labo Femme Noir is a captivating Floral fragrance. It opens with vibrant notes of Lemon, Cardamom, Lavender and Pear. The heart reveals Orchid, Violet and Nutmeg. Base notes of Sandalwood, Cashmere Wood provide a lasting and memorable impression.",Looking for spring fragrance with Sandalwood base,"Lemon, Cardamom, Lavender, Pear, Orchid, Violet, Nutmeg, Sandalwood, Cashmere Wood"
8664,Calvin Klein,Jasmine Absolute,Calvin Klein Jasmine Absolute,Pour Homme,Green,"Rose, Lemon, Pink Pepper","Lily, Gardenia, Tuberose","Cashmere Wood, Cedar, Praline","beach day, date night",confident,"Calvin Klein Jasmine Absolute is a captivating Green fragrance. It opens with vibrant notes of Rose, Lemon and Pink Pepper. The heart reveals Lily, Gardenia and Tuberose. Base notes of Cashmere Wood, Cedar, Praline provide a lasting and memorable impression.",I'm looking for something confident for beach day,"Rose, Lemon, Pink Pepper, Lily, Gardenia, Tuberose, Cashmere Wood, Cedar, Praline"
8665,Viktor & Rolf,Intense,Viktor & Rolf Intense,Eau de Toilette,Citrus,"Rose, Lime, Blackcurrant","Tuberose, Orchid, Ylang-ylang","Labdanum, Cocoa","formal event, wedding",fresh,"Viktor & Rolf Intense is a captivating Citrus fragrance. It opens with vibrant notes of Rose, Lime and Blackcurrant. The heart reveals Tuberose, Orchid and Ylang-ylang. Base notes of Labdanum, Cocoa provide a lasting and memorable impression.",Looking for formal event fragrance with Labdanum base,"Rose, Lime, Blackcurrant, Tuberose, Orchid, Ylang-ylang, Labdanum, Cocoa"
8666,Marc Jacobs,Secret Pure,Marc Jacobs Secret Pure,Parfum,Chypre,"Bergamot, Apple, Cardamom, Jasmine","Peony, Gardenia","Ambergris, Sandalwood, Incense","wedding, formal event","mysterious, relaxed","Marc Jacobs Secret Pure is a captivating Chypre fragrance. It opens with vibrant notes of Bergamot, Apple, Cardamom and Jasmine. The heart reveals Peony and Gardenia. Base notes of Ambergris, Sandalwood, Incense provide a lasting and memorable impression.",Looking for wedding fragrance with Ambergris base,"Bergamot, Apple, Cardamom, Jasmine, Peony, Gardenia, Ambergris, Sandalwood, Incense"
8667,Cartier,Crystal,Cartier Crystal,Eau de Toilette,Aromatic,"Pear, Peach, Cardamom","Cinnamon, Orchid","White Musk, Cashmere Wood, Musk","formal event, casual","dreamy, confident","Cartier Crystal is a captivating Aromatic fragrance. It opens with vibrant notes of Pear, Peach and Cardamom. The heart reveals Cinnamon and Orchid. Base notes of White Musk, Cashmere Wood, Musk provide a lasting and memorable impression.","Need a perfume with Pear smell, good for formal event","Pear, Peach, Cardamom, Cinnamon, Orchid, White Musk, Cashmere Wood, Musk"
8668,Carolina Herrera,Wild,Carolina Herrera Wild,Extreme,Chypre,"Cardamom, Jasmine","Lavender, Rose, Geranium","Ambergris, Amber","casual, wedding",dreamy,"Carolina Herrera Wild is a captivating Chypre fragrance. It opens with vibrant notes of Cardamom and Jasmine. The heart reveals Lavender, Rose and Geranium. Base notes of Ambergris, Amber provide a lasting and memorable impression.",What has Ambergris and works for casual?,"Cardamom, Jasmine, Lavender, Rose, Geranium, Ambergris, Amber"
8669,Jo Malone,Rose,Jo Malone Rose,Eau de Toilette,Chypre,"Petitgrain, Pink Pepper, Mandarin, Mint","Cinnamon, Orchid","Tonka Bean, Oakmoss, Sandalwood",romantic dinner,sensual,"Jo Malone Rose is a captivating Chypre fragrance. It opens with vibrant notes of Petitgrain, Pink Pepper, Mandarin and Mint. The heart reveals Cinnamon and Orchid. Base notes of Tonka Bean, Oakmoss, Sandalwood provide a lasting and memorable impression.",Need chypre perfume for romantic dinner and romantic dinner,"Petitgrain, Pink Pepper, Mandarin, Mint, Cinnamon, Orchid, Tonka Bean, Oakmoss, Sandalwood"
8670,Cartier,Velvet Oud,Cartier Velvet Oud,Parfum,Oriental,"Mint, Blackcurrant, Basil","Orange Blossom, Cinnamon, Lavender","Leather, Musk, Benzoin","night out, casual","confident, energetic","Cartier Velvet Oud is a captivating Oriental fragrance. It opens with vibrant notes of Mint, Blackcurrant and Basil. The heart reveals Orange Blossom, Cinnamon and Lavender. Base notes of Leather, Musk, Benzoin provide a lasting and memorable impression.",Looking for night out fragrance with Leather base,"Mint, Blackcurrant, Basil, Orange Blossom, Cinnamon, Lavender, Leather, Musk, Benzoin"
8671,Chanel,White Desire,Chanel White Desire,Eau de Parfum,Citrus,"Saffron, Apple, Basil","Magnolia, Orange Blossom","Leather, Incense, Patchouli","wedding, winter","bold, confident","Chanel White Desire is a captivating Citrus fragrance. It opens with vibrant notes of Saffron, Apple and Basil. The heart reveals Magnolia and Orange Blossom. Base notes of Leather, Incense, Patchouli provide a lasting and memorable impression.","Need a perfume with Saffron smell, good for wedding","Saffron, Apple, Basil, Magnolia, Orange Blossom, Leather, Incense, Patchouli"
8672,Givenchy,Enigma Elixir,Givenchy Enigma Elixir,Pour Femme,Green,"Jasmine, Mint","Jasmine, Rose, Violet","Ambergris, Oakmoss, Tobacco",date night,dreamy,"Givenchy Enigma Elixir is a captivating Green fragrance. It opens with vibrant notes of Jasmine and Mint. The heart reveals Jasmine, Rose and Violet. Base notes of Ambergris, Oakmoss, Tobacco provide a lasting and memorable impression.",Need green with Jasmine for date night,"Jasmine, Mint, Jasmine, Rose, Violet, Ambergris, Oakmoss, Tobacco"
8673,Thierry Mugler,Rouge,Thierry Mugler Rouge,Intense,Floral,"Mandarin, Basil, Pink Pepper","Cardamom, Iris, Orange Blossom","Oakmoss, Benzoin","casual, office","sensual, dreamy","Thierry Mugler Rouge is a captivating Floral fragrance. It opens with vibrant notes of Mandarin, Basil and Pink Pepper. The heart reveals Cardamom, Iris and Orange Blossom. Base notes of Oakmoss, Benzoin provide a lasting and memorable impression.",What has Oakmoss and works for casual?,"Mandarin, Basil, Pink Pepper, Cardamom, Iris, Orange Blossom, Oakmoss, Benzoin"
